[host] embedded mode: perry staticlib in-process
[host] perry_module_init done in 15.8892ms
[host] frontend hello: {"t":"hello","proto":1,"title":"PerryTS × GPUI"}
[host] window opened
FLUSH 1790015206842 n=2
FLUSH 1790015207359 n=2
FLUSH 1790015207673 n=1
FLUSH 1790015207874 n=2
FLUSH 1790015208388 n=2
FLUSH 1790015208680 n=1
FLUSH 1790015208896 n=2
FLUSH 1790015209409 n=2
FLUSH 1790015209697 n=1
FLUSH 1790015209912 n=2
FLUSH 1790015210413 n=2
FLUSH 1790015210712 n=1
FLUSH 1790015210928 n=2
FLUSH 1790015211443 n=2
FLUSH 1790015211730 n=1
FLUSH 1790015211947 n=2
FLUSH 1790015212462 n=2
FLUSH 1790015212747 n=1
FLUSH 1790015212963 n=2
FLUSH 1790015213476 n=2
FLUSH 1790015213756 n=1
FLUSH 1790015213979 n=2
FLUSH 1790015214497 n=2
FLUSH 1790015214763 n=1
FLUSH 1790015214997 n=2
FLUSH 1790015215496 n=2
FLUSH 1790015215762 n=1
FLUSH 1790015216006 n=2
FLUSH 1790015216515 n=2
FLUSH 1790015216777 n=1
FLUSH 1790015217015 n=2
FLUSH 1790015217525 n=2
FLUSH 1790015217779 n=1
FLUSH 1790015218028 n=2
FLUSH 1790015218530 n=2
FLUSH 1790015218778 n=1
FLUSH 1790015219046 n=2
FLUSH 1790015219562 n=2
FLUSH 1790015219780 n=1
FLUSH 1790015220079 n=2
FLUSH 1790015220594 n=2
FLUSH 1790015220796 n=1
FLUSH 1790015221097 n=2
FLUSH 1790015221612 n=2
FLUSH 1790015221794 n=1
FLUSH 1790015222125 n=2
FLUSH 1790015222636 n=2
FLUSH 1790015222796 n=1
FLUSH 1790015223150 n=2
FLUSH 1790015223662 n=2
FLUSH 1790015223812 n=1
FLUSH 1790015224169 n=2
FLUSH 1790015224663 n=2
FLUSH 1790015224831 n=1
FLUSH 1790015225179 n=2
FLUSH 1790015225696 n=2
FLUSH 1790015225828 n=1
FLUSH 1790015226196 n=2
FLUSH 1790015226696 n=2
FLUSH 1790015226844 n=1
FLUSH 1790015227210 n=2
FLUSH 1790015227729 n=2
FLUSH 1790015227844 n=1
FLUSH 1790015228230 n=2
FLUSH 1790015228730 n=2
FLUSH 1790015228863 n=1
FLUSH 1790015229247 n=2
FLUSH 1790015229745 n=2
FLUSH 1790015229863 n=1
FLUSH 1790015230245 n=2
FLUSH 1790015230766 n=2
FLUSH 1790015230861 n=1
FLUSH 1790015231263 n=2
FLUSH 1790015231768 n=2
FLUSH 1790015231883 n=1
FLUSH 1790015232284 n=2
FLUSH 1790015232784 n=2
FLUSH 1790015232896 n=1
FLUSH 1790015233295 n=2
FLUSH 1790015233796 n=2
FLUSH 1790015233896 n=1
FLUSH 1790015234311 n=2
FLUSH 1790015234829 n=2
FLUSH 1790015234896 n=1
FLUSH 1790015235350 n=2
FLUSH 1790015235863 n=2
FLUSH 1790015235912 n=1
FLUSH 1790015236364 n=2
FLUSH 1790015236866 n=2
FLUSH 1790015236914 n=1
FLUSH 1790015237372 n=2
FLUSH 1790015237885 n=2
FLUSH 1790015237917 n=1
FLUSH 1790015238386 n=2
FLUSH 1790015238888 n=2
FLUSH 1790015238919 n=1
FLUSH 1790015239399 n=2
FLUSH 1790015239909 n=2
FLUSH 1790015239924 n=1
FLUSH 1790015240423 n=2
FLUSH 1790015240926 n=3
FLUSH 1790015241428 n=2
FLUSH 1790015241935 n=3
FLUSH 1790015242445 n=2
FLUSH 1790015242943 n=1
FLUSH 1790015242959 n=2
FLUSH 1790015243464 n=2
FLUSH 1790015243953 n=1
FLUSH 1790015243971 n=2
FLUSH 1790015244476 n=2
FLUSH 1790015244958 n=1
FLUSH 1790015244988 n=2
FLUSH 1790015245509 n=2
FLUSH 1790015245972 n=1
FLUSH 1790015246009 n=2
FLUSH 1790015246515 n=2
FLUSH 1790015246976 n=1
FLUSH 1790015247025 n=2
FLUSH 1790015247527 n=2
FLUSH 1790015247984 n=1
FLUSH 1790015248031 n=2
FLUSH 1790015248545 n=2
FLUSH 1790015248986 n=1
FLUSH 1790015249059 n=2
FLUSH 1790015249572 n=2
FLUSH 1790015249992 n=1
FLUSH 1790015250087 n=2
FLUSH 1790015250591 n=2
FLUSH 1790015251006 n=1
FLUSH 1790015251102 n=2
FLUSH 1790015251605 n=2
FLUSH 1790015252006 n=1
FLUSH 1790015252122 n=2
FLUSH 1790015252630 n=2
FLUSH 1790015253017 n=1
FLUSH 1790015253143 n=2
FLUSH 1790015253658 n=2
FLUSH 1790015254032 n=1
FLUSH 1790015254178 n=2
FLUSH 1790015254679 n=2
FLUSH 1790015255045 n=1
FLUSH 1790015255195 n=2
FLUSH 1790015255709 n=2
FLUSH 1790015256061 n=1
FLUSH 1790015256213 n=2
FLUSH 1790015256713 n=2
FLUSH 1790015257063 n=1
FLUSH 1790015257228 n=2
FLUSH 1790015257743 n=2
FLUSH 1790015258062 n=1
FLUSH 1790015258245 n=2
[host] click id=63 -> tx
[host] ev write: {"t":"event","target":63,"kind":"click"}
FLUSH 1790015258762 n=2
FLUSH 1790015259078 n=1
FLUSH 1790015259278 n=2
[host] click id=63 -> tx
[host] ev write: {"t":"event","target":63,"kind":"click"}
FLUSH 1790015259792 n=2
FLUSH 1790015260078 n=1
FLUSH 1790015260312 n=2
FLUSH 1790015260811 n=2
FLUSH 1790015261094 n=1
FLUSH 1790015261327 n=2
FLUSH 1790015261845 n=2
FLUSH 1790015262111 n=1
FLUSH 1790015262344 n=2
FLUSH 1790015262863 n=2
FLUSH 1790015263112 n=1
FLUSH 1790015263378 n=2
FLUSH 1790015263887 n=2
FLUSH 1790015264128 n=1
FLUSH 1790015264395 n=2
FLUSH 1790015264911 n=2
FLUSH 1790015265144 n=1
FLUSH 1790015265428 n=2
FLUSH 1790015265944 n=2
FLUSH 1790015266144 n=1
FLUSH 1790015266445 n=2
FLUSH 1790015266945 n=2
FLUSH 1790015267156 n=1
FLUSH 1790015267462 n=2
FLUSH 1790015267978 n=2
FLUSH 1790015268162 n=1
FLUSH 1790015268492 n=2
FLUSH 1790015268993 n=2
FLUSH 1790015269160 n=1
FLUSH 1790015269494 n=2
FLUSH 1790015270011 n=2
FLUSH 1790015270164 n=1
FLUSH 1790015270516 n=2
FLUSH 1790015271016 n=2
FLUSH 1790015271162 n=1
FLUSH 1790015271527 n=2
FLUSH 1790015272028 n=2
FLUSH 1790015272179 n=1
FLUSH 1790015272528 n=2
FLUSH 1790015273030 n=2
FLUSH 1790015273195 n=1
FLUSH 1790015273544 n=2
FLUSH 1790015274044 n=2
FLUSH 1790015274210 n=1
FLUSH 1790015274558 n=2
FLUSH 1790015275063 n=2
FLUSH 1790015275227 n=1
FLUSH 1790015275560 n=2
FLUSH 1790015276078 n=2
FLUSH 1790015276244 n=1
FLUSH 1790015276594 n=2
FLUSH 1790015277110 n=2
FLUSH 1790015277243 n=1
FLUSH 1790015277620 n=2
FLUSH 1790015278127 n=2
FLUSH 1790015278252 n=1
FLUSH 1790015278626 n=2
FLUSH 1790015279143 n=2
FLUSH 1790015279270 n=1
FLUSH 1790015279665 n=2
FLUSH 1790015280177 n=2
FLUSH 1790015280284 n=1
FLUSH 1790015280683 n=2
FLUSH 1790015281199 n=2
FLUSH 1790015281290 n=1
FLUSH 1790015281710 n=2
FLUSH 1790015282222 n=2
FLUSH 1790015282301 n=1
FLUSH 1790015282731 n=2
FLUSH 1790015283246 n=2
FLUSH 1790015283312 n=1
FLUSH 1790015283752 n=2
FLUSH 1790015284263 n=2
FLUSH 1790015284308 n=1
FLUSH 1790015284768 n=2
FLUSH 1790015285278 n=2
FLUSH 1790015285311 n=1
FLUSH 1790015285786 n=2
FLUSH 1790015286292 n=2
FLUSH 1790015286324 n=1
FLUSH 1790015286805 n=2
FLUSH 1790015287316 n=2
FLUSH 1790015287336 n=1
FLUSH 1790015287819 n=2
FLUSH 1790015288326 n=2
FLUSH 1790015288342 n=1
FLUSH 1790015288828 n=2
FLUSH 1790015289333 n=2
FLUSH 1790015289352 n=1
FLUSH 1790015289837 n=2
FLUSH 1790015290332 n=2
FLUSH 1790015290378 n=1
FLUSH 1790015290839 n=2
FLUSH 1790015291354 n=2
FLUSH 1790015291369 n=1
FLUSH 1790015291853 n=2
FLUSH 1790015292359 n=2
FLUSH 1790015292373 n=1
FLUSH 1790015292873 n=2
FLUSH 1790015293376 n=3
FLUSH 1790015293885 n=2
FLUSH 1790015294383 n=1
FLUSH 1790015294402 n=2
FLUSH 1790015294914 n=2
FLUSH 1790015295384 n=1
FLUSH 1790015295415 n=2
FLUSH 1790015295922 n=2
FLUSH 1790015296395 n=1
FLUSH 1790015296425 n=2
FLUSH 1790015296928 n=2
FLUSH 1790015297410 n=1
FLUSH 1790015297441 n=2
FLUSH 1790015297958 n=2
FLUSH 1790015298416 n=1
FLUSH 1790015298467 n=2
FLUSH 1790015298978 n=2
FLUSH 1790015299434 n=1
FLUSH 1790015299480 n=2
FLUSH 1790015299984 n=2
FLUSH 1790015300437 n=1
FLUSH 1790015300499 n=2
FLUSH 1790015301013 n=2
FLUSH 1790015301443 n=1
FLUSH 1790015301526 n=2
FLUSH 1790015302036 n=2
FLUSH 1790015302446 n=1
FLUSH 1790015302540 n=2
FLUSH 1790015303043 n=2
FLUSH 1790015303456 n=1
FLUSH 1790015303549 n=2
FLUSH 1790015304064 n=2
FLUSH 1790015304469 n=1
FLUSH 1790015304579 n=2
FLUSH 1790015305080 n=2
FLUSH 1790015305482 n=1
FLUSH 1790015305591 n=2
FLUSH 1790015306098 n=2
FLUSH 1790015306490 n=1
FLUSH 1790015306602 n=2
FLUSH 1790015307112 n=2
FLUSH 1790015307504 n=1
FLUSH 1790015307612 n=2
FLUSH 1790015308115 n=2
FLUSH 1790015308512 n=1
FLUSH 1790015308622 n=2
FLUSH 1790015309134 n=2
FLUSH 1790015309522 n=1
FLUSH 1790015309647 n=2
FLUSH 1790015310151 n=2
FLUSH 1790015310535 n=1
FLUSH 1790015310655 n=2
FLUSH 1790015311171 n=2
FLUSH 1790015311541 n=1
FLUSH 1790015311679 n=2
FLUSH 1790015312191 n=2
FLUSH 1790015312552 n=1
FLUSH 1790015312692 n=2
FLUSH 1790015313198 n=2
FLUSH 1790015313566 n=1
FLUSH 1790015313708 n=2
FLUSH 1790015314221 n=2
FLUSH 1790015314570 n=1
FLUSH 1790015314732 n=2
FLUSH 1790015315238 n=2
FLUSH 1790015315578 n=1
FLUSH 1790015315752 n=2
FLUSH 1790015316257 n=2
FLUSH 1790015316585 n=1
FLUSH 1790015316760 n=2
FLUSH 1790015317266 n=2
FLUSH 1790015317599 n=1
FLUSH 1790015317770 n=2
FLUSH 1790015318276 n=2
FLUSH 1790015318605 n=1
FLUSH 1790015318788 n=2
FLUSH 1790015319290 n=2
FLUSH 1790015319619 n=1
FLUSH 1790015319799 n=2
FLUSH 1790015320311 n=2
FLUSH 1790015320628 n=1
FLUSH 1790015320820 n=2
FLUSH 1790015321333 n=2
FLUSH 1790015321642 n=1
FLUSH 1790015321830 n=2
FLUSH 1790015322339 n=2
FLUSH 1790015322655 n=1
FLUSH 1790015322844 n=2
FLUSH 1790015323352 n=2
FLUSH 1790015323659 n=1
FLUSH 1790015323862 n=2
FLUSH 1790015324359 n=2
FLUSH 1790015324670 n=1
FLUSH 1790015324870 n=2
FLUSH 1790015325383 n=2
FLUSH 1790015325692 n=1
FLUSH 1790015325895 n=2
FLUSH 1790015326405 n=2
FLUSH 1790015326690 n=1
FLUSH 1790015326918 n=2
FLUSH 1790015327431 n=2
FLUSH 1790015327702 n=1
FLUSH 1790015327939 n=2
FLUSH 1790015328441 n=2
FLUSH 1790015328707 n=1
FLUSH 1790015328945 n=2
FLUSH 1790015329460 n=2
FLUSH 1790015329709 n=1
FLUSH 1790015329977 n=2
FLUSH 1790015330490 n=2
FLUSH 1790015330726 n=1
FLUSH 1790015331008 n=2
FLUSH 1790015331510 n=2
FLUSH 1790015331740 n=1
FLUSH 1790015332023 n=2
FLUSH 1790015332524 n=2
FLUSH 1790015332757 n=1
FLUSH 1790015333038 n=2
FLUSH 1790015333542 n=2
FLUSH 1790015333774 n=1
FLUSH 1790015334059 n=2
FLUSH 1790015334558 n=2
FLUSH 1790015334777 n=1
FLUSH 1790015335075 n=2
FLUSH 1790015335592 n=2
FLUSH 1790015335791 n=1
FLUSH 1790015336090 n=2
FLUSH 1790015336608 n=2
FLUSH 1790015336808 n=1
FLUSH 1790015337125 n=2
FLUSH 1790015337643 n=2
FLUSH 1790015337823 n=1
FLUSH 1790015338158 n=2
FLUSH 1790015338675 n=2
FLUSH 1790015338837 n=1
FLUSH 1790015339173 n=2
FLUSH 1790015339674 n=2
FLUSH 1790015339837 n=1
FLUSH 1790015340192 n=2
FLUSH 1790015340692 n=2
FLUSH 1790015340841 n=1
FLUSH 1790015341192 n=2
FLUSH 1790015341707 n=2
FLUSH 1790015341858 n=1
FLUSH 1790015342208 n=2
FLUSH 1790015342724 n=2
FLUSH 1790015342874 n=1
FLUSH 1790015343238 n=2
FLUSH 1790015343743 n=2
FLUSH 1790015343874 n=1
FLUSH 1790015344257 n=2
FLUSH 1790015344774 n=2
FLUSH 1790015344891 n=1
FLUSH 1790015345286 n=2
FLUSH 1790015345790 n=2
FLUSH 1790015345891 n=1
FLUSH 1790015346307 n=2
FLUSH 1790015346824 n=2
FLUSH 1790015346891 n=1
FLUSH 1790015347323 n=2
FLUSH 1790015347842 n=2
FLUSH 1790015347891 n=1
FLUSH 1790015348343 n=2
FLUSH 1790015348841 n=2
FLUSH 1790015348907 n=1
FLUSH 1790015349342 n=2
FLUSH 1790015349856 n=2
FLUSH 1790015349922 n=1
FLUSH 1790015350372 n=2
FLUSH 1790015350874 n=2
FLUSH 1790015350941 n=1
FLUSH 1790015351374 n=2
FLUSH 1790015351875 n=2
FLUSH 1790015351958 n=1
FLUSH 1790015352387 n=2
FLUSH 1790015352891 n=2
FLUSH 1790015352973 n=1
FLUSH 1790015353405 n=2
FLUSH 1790015353923 n=2
FLUSH 1790015353991 n=1
FLUSH 1790015354424 n=2
FLUSH 1790015354922 n=2
FLUSH 1790015354990 n=1
FLUSH 1790015355424 n=2
FLUSH 1790015355937 n=2
FLUSH 1790015356000 n=1
FLUSH 1790015356447 n=2
FLUSH 1790015356959 n=2
FLUSH 1790015357008 n=1
FLUSH 1790015357474 n=2
FLUSH 1790015357992 n=2
FLUSH 1790015358008 n=1
FLUSH 1790015358499 n=2
